Time,Lat, Long,  Bearing (Degs), Frequency (Hz), Strength (dB)
12/01/2010 12:55:00, 60.237046, -0.170555, 71.847, N/A, 119.457
12/01/2010 12:56:00, 60.23431, -0.165809, 67.303, N/A, 120.02
12/01/2010 12:57:00, 60.231573, -0.161063, 62.188, N/A, 120.548
12/01/2010 12:58:00, 60.228837, -0.156318, 56.487, N/A, 121.019
12/01/2010 12:59:00, 60.2261, -0.151574, 50.224, N/A, 121.409
12/01/2010 13:00:00, 60.223363, -0.146829, 43.482, N/A, 121.692
12/01/2010 13:01:00, 60.220627, -0.142085, 36.407, N/A, 121.847
12/01/2010 13:02:00, 60.21789, -0.137342, 29.202, N/A, 121.86
12/01/2010 13:03:00, 60.215153, -0.132598, 22.087, N/A, 121.73
12/01/2010 13:04:00, 60.212417, -0.127856, 15.272, N/A, 121.469
12/01/2010 13:05:00, 60.20968, -0.123113, 8.913, N/A, 121.096
12/01/2010 13:06:00, 60.206943, -0.118371, 3.105, N/A, 120.638
12/01/2010 13:07:00, 60.204207, -0.11363, 357.883, N/A, 120.118
12/01/2010 13:08:00, 60.20147, -0.108888, 353.237, N/A, 119.56
12/01/2010 13:09:00, 60.198734, -0.104148, 349.127, N/A, 118.98
12/01/2010 13:10:00, 60.195997, -0.099407, 345.502, N/A, 118.392
12/01/2010 13:11:00, 60.19326, -0.094667, 342.304, N/A, 117.805
12/01/2010 13:12:00, 60.190524, -0.089928, 339.48, N/A, 117.225
12/01/2010 13:13:00, 60.188268, -0.087711, 337.586, N/A, 116.754
12/01/2010 13:14:00, 60.185798, -0.087982, 336.601, N/A, 116.324
12/01/2010 13:15:00, 60.183702, -0.090623, 336.233, N/A, 115.987
12/01/2010 13:16:00, 60.182191, -0.094625, 336.104, N/A, 115.738
12/01/2010 13:17:00, 60.18071, -0.098676, 335.987, N/A, 115.497
12/01/2010 13:18:00, 60.179229, -0.102726, 335.875, N/A, 115.262
12/01/2010 13:19:00, 60.177748, -0.106776, 335.769, N/A, 115.031
12/01/2010 13:20:00, 60.176266, -0.110825, 335.667, N/A, 114.806
12/01/2010 13:21:00, 60.174785, -0.114875, 335.57, N/A, 114.585
12/01/2010 13:22:00, 60.173304, -0.118924, 335.477, N/A, 114.369
12/01/2010 13:23:00, 60.171823, -0.122973, 335.388, N/A, 114.156
12/01/2010 13:24:00, 60.170342, -0.127022, 335.303, N/A, 113.948
12/01/2010 13:25:00, 60.168861, -0.131071, 335.221, N/A, 113.744
12/01/2010 13:26:00, 60.16738, -0.13512, 335.142, N/A, 113.543
12/01/2010 13:27:00, 60.165899, -0.139168, 335.066, N/A, 113.346
12/01/2010 13:28:00, 60.164418, -0.143217, 334.994, N/A, 113.152
12/01/2010 13:29:00, 60.162936, -0.147265, 334.924, N/A, 112.961
12/01/2010 13:30:00, 60.161455, -0.151313, 334.856, N/A, 112.774
12/01/2010 13:31:00, 60.159974, -0.15536, 334.791, N/A, 112.59
12/01/2010 13:32:00, 60.158493, -0.159408, 334.728, N/A, 112.408
12/01/2010 13:33:00, 60.157012, -0.163455, 334.668, N/A, 112.23
12/01/2010 13:34:00, 60.155531, -0.167502, 334.55, N/A, 112.07
12/01/2010 13:35:00, 60.15405, -0.171549, 334.23, N/A, 112.036
12/01/2010 13:36:00, 60.152569, -0.175596, 334.177, N/A, 112.141
12/01/2010 13:37:00, 60.151087, -0.179643, 334.708, N/A, 112.324
12/01/2010 13:38:00, 60.149606, -0.183689, 335.34, N/A, 112.514
12/01/2010 13:39:00, 60.148125, -0.187736, 335.998, N/A, 112.706
12/01/2010 13:40:00, 60.146644, -0.191782, 336.681, N/A, 112.901
12/01/2010 13:41:00, 60.145163, -0.195828, 337.393, N/A, 113.097
12/01/2010 13:42:00, 60.143682, -0.199873, 338.133, N/A, 113.295
12/01/2010 13:43:00, 60.142201, -0.203919, 338.905, N/A, 113.495
12/01/2010 13:44:00, 60.14072, -0.207964, 339.708, N/A, 113.697
12/01/2010 13:45:00, 60.139239, -0.212009, 340.546, N/A, 113.901
12/01/2010 13:46:00, 60.137757, -0.216054, 341.419, N/A, 114.106
12/01/2010 13:47:00, 60.136276, -0.220099, 342.33, N/A, 114.313
12/01/2010 13:48:00, 60.134795, -0.224144, 343.281, N/A, 114.521
12/01/2010 13:49:00, 60.133314, -0.228188, 344.274, N/A, 114.73
12/01/2010 13:50:00, 60.131833, -0.232233, 345.311, N/A, 114.94
12/01/2010 13:51:00, 60.130352, -0.236277, 346.395, N/A, 115.151
12/01/2010 13:52:00, 60.128871, -0.240321, 347.527, N/A, 115.363
12/01/2010 13:53:00, 60.12739, -0.244364, 348.71, N/A, 115.575
12/01/2010 13:54:00, 60.125908, -0.248408, 349.947, N/A, 115.787
12/01/2010 13:55:00, 60.124427, -0.252451, 351.24, N/A, 115.999
12/01/2010 13:56:00, 60.122946, -0.256494, 352.591, N/A, 116.21
12/01/2010 13:57:00, 60.121465, -0.260537, 354.003, N/A, 116.419
12/01/2010 13:58:00, 60.119984, -0.26458, 355.479, N/A, 116.627
12/01/2010 13:59:00, 60.118503, -0.268623, 357.02, N/A, 116.832
12/01/2010 14:00:00, 60.117022, -0.272665, 358.629, N/A, 117.033
