Time,Lat, Long,  Bearing (Degs), Frequency (Hz), Strength (dB)
12/01/2010 12:00:00, 60.4, -0.3, 153.609, N/A, 103.263
12/01/2010 12:01:00, 60.396607, -0.3025, 152.852, N/A, 103.449
12/01/2010 12:02:00, 60.393213, -0.305, 152.07, N/A, 103.635
12/01/2010 12:03:00, 60.38982, -0.3075, 151.263, N/A, 103.821
12/01/2010 12:04:00, 60.386427, -0.31, 150.429, N/A, 104.007
12/01/2010 12:05:00, 60.383033, -0.312499, 149.568, N/A, 104.193
12/01/2010 12:06:00, 60.37964, -0.314998, 148.678, N/A, 104.378
12/01/2010 12:07:00, 60.376247, -0.317497, 147.76, N/A, 104.563
12/01/2010 12:08:00, 60.372853, -0.319995, 146.81, N/A, 104.747
12/01/2010 12:09:00, 60.36946, -0.322493, 145.83, N/A, 104.93
12/01/2010 12:10:00, 60.366067, -0.324991, 144.817, N/A, 105.112
12/01/2010 12:11:00, 60.362673, -0.327489, 143.771, N/A, 105.293
12/01/2010 12:12:00, 60.35928, -0.329987, 142.691, N/A, 105.472
12/01/2010 12:13:00, 60.355887, -0.332484, 141.575, N/A, 105.649
12/01/2010 12:14:00, 60.352493, -0.334981, 140.424, N/A, 105.824
12/01/2010 12:15:00, 60.3491, -0.337477, 139.236, N/A, 105.997
12/01/2010 12:16:00, 60.345707, -0.339974, 138.01, N/A, 106.166
12/01/2010 12:17:00, 60.342313, -0.34247, 136.747, N/A, 106.333
12/01/2010 12:18:00, 60.338846, -0.34432, 135.484, N/A, 106.508
12/01/2010 12:19:00, 60.335565, -0.341674, 134.575, N/A, 106.745
12/01/2010 12:20:00, 60.332828, -0.336914, 133.893, N/A, 107
12/01/2010 12:21:00, 60.330092, -0.332154, 133.177, N/A, 107.258
12/01/2010 12:22:00, 60.327355, -0.327394, 132.426, N/A, 107.52
12/01/2010 12:23:00, 60.324619, -0.322635, 131.637, N/A, 107.785
12/01/2010 12:24:00, 60.321882, -0.317877, 130.808, N/A, 108.053
12/01/2010 12:25:00, 60.319145, -0.313118, 129.935, N/A, 108.324
12/01/2010 12:26:00, 60.316409, -0.308361, 129.016, N/A, 108.599
12/01/2010 12:27:00, 60.313672, -0.303603, 128.047, N/A, 108.877
12/01/2010 12:28:00, 60.310935, -0.298846, 127.025, N/A, 109.157
12/01/2010 12:29:00, 60.308199, -0.294089, 125.946, N/A, 109.441
12/01/2010 12:30:00, 60.305462, -0.289333, 124.807, N/A, 109.727
12/01/2010 12:31:00, 60.302726, -0.284577, 123.602, N/A, 110.016
12/01/2010 12:32:00, 60.299989, -0.279822, 122.327, N/A, 110.307
12/01/2010 12:33:00, 60.297252, -0.275066, 120.978, N/A, 110.599
12/01/2010 12:34:00, 60.294516, -0.270312, 119.549, N/A, 110.892
12/01/2010 12:35:00, 60.291779, -0.265557, 118.034, N/A, 111.186
12/01/2010 12:36:00, 60.289042, -0.260804, 116.429, N/A, 111.48
12/01/2010 12:37:00, 60.286306, -0.25605, 114.728, N/A, 111.773
12/01/2010 12:38:00, 60.283569, -0.251297, 112.924, N/A, 112.064
12/01/2010 12:39:00, 60.280832, -0.246544, 111.013, N/A, 112.351
12/01/2010 12:40:00, 60.278096, -0.241792, 108.99, N/A, 112.634
12/01/2010 12:41:00, 60.275359, -0.23704, 106.849, N/A, 112.911
12/01/2010 12:42:00, 60.272623, -0.232289, 104.586, N/A, 113.18
12/01/2010 12:43:00, 60.269886, -0.227537, 102.199, N/A, 113.438
12/01/2010 12:44:00, 60.267149, -0.222787, 99.686, N/A, 113.685
12/01/2010 12:45:00, 60.264413, -0.218036, 97.182, N/A, 114.002
12/01/2010 12:46:00, 60.261676, -0.213286, 95.173, N/A, 114.45
12/01/2010 12:47:00, 60.258939, -0.208537, 93.6, N/A, 114.953
12/01/2010 12:48:00, 60.256203, -0.203788, 91.859, N/A, 115.472
12/01/2010 12:49:00, 60.253466, -0.199039, 89.917, N/A, 116.007
12/01/2010 12:50:00, 60.25073, -0.194291, 87.741, N/A, 116.558
12/01/2010 12:51:00, 60.247993, -0.189543, 85.294, N/A, 117.123
12/01/2010 12:52:00, 60.245256, -0.184795, 82.532, N/A, 117.7
12/01/2010 12:53:00, 60.24252, -0.180048, 79.407, N/A, 118.286
12/01/2010 12:54:00, 60.239783, -0.175301, 75.864, N/A, 118.875
