Time, Lat, Long, Course (Degs), Speed (M/Sec)
12/01/2010 12:00:00, 60.4, 0, 355, 6.173
12/01/2010 12:00:10, 60.400553, -0.000098, 355, 6.173
12/01/2010 12:00:20, 60.401107, -0.000196, 355, 6.173
12/01/2010 12:00:30, 60.40166, -0.000294, 355, 6.173
12/01/2010 12:00:40, 60.402214, -0.000392, 355, 6.173
12/01/2010 12:00:50, 60.402767, -0.00049, 355, 6.173
12/01/2010 12:01:00, 60.403321, -0.000588, 355, 6.173
12/01/2010 12:01:10, 60.403874, -0.000686, 355, 6.173
12/01/2010 12:01:20, 60.404428, -0.000784, 355, 6.173
12/01/2010 12:01:30, 60.404981, -0.000882, 355, 6.173
12/01/2010 12:01:40, 60.405534, -0.00098, 355, 6.173
12/01/2010 12:01:50, 60.406088, -0.001078, 355, 6.173
12/01/2010 12:02:00, 60.406641, -0.001176, 355, 6.173
12/01/2010 12:02:10, 60.407195, -0.001274, 355, 6.173
12/01/2010 12:02:20, 60.407748, -0.001373, 355, 6.173
12/01/2010 12:02:30, 60.408302, -0.001471, 355, 6.173
12/01/2010 12:02:40, 60.408855, -0.001569, 355, 6.173
12/01/2010 12:02:50, 60.409409, -0.001667, 355, 6.173
12/01/2010 12:03:00, 60.409962, -0.001765, 355, 6.173
12/01/2010 12:03:10, 60.410515, -0.001863, 355, 6.173
12/01/2010 12:03:20, 60.411069, -0.001961, 355, 6.173
12/01/2010 12:03:30, 60.411622, -0.002059, 355, 6.173
12/01/2010 12:03:40, 60.412176, -0.002157, 355, 6.173
12/01/2010 12:03:50, 60.412729, -0.002255, 355, 6.173
12/01/2010 12:04:00, 60.413283, -0.002353, 355, 6.173
12/01/2010 12:04:10, 60.413836, -0.002451, 355, 6.173
12/01/2010 12:04:20, 60.414389, -0.002549, 355, 6.173
12/01/2010 12:04:30, 60.414943, -0.002647, 355, 6.173
12/01/2010 12:04:40, 60.415496, -0.002745, 355, 6.173
12/01/2010 12:04:50, 60.41605, -0.002843, 355, 6.173
12/01/2010 12:05:00, 60.416603, -0.002942, 355, 6.173
12/01/2010 12:05:10, 60.417157, -0.00304, 355, 6.173
12/01/2010 12:05:20, 60.41771, -0.003138, 355, 6.173
12/01/2010 12:05:30, 60.418264, -0.003236, 355, 6.173
12/01/2010 12:05:40, 60.418817, -0.003334, 355, 6.173
12/01/2010 12:05:50, 60.41937, -0.003432, 355, 6.173
12/01/2010 12:06:00, 60.419924, -0.00353, 355, 6.173
12/01/2010 12:06:10, 60.420477, -0.003628, 355, 6.173
12/01/2010 12:06:20, 60.421031, -0.003726, 355, 6.173
12/01/2010 12:06:30, 60.421584, -0.003824, 355, 6.173
12/01/2010 12:06:40, 60.422138, -0.003922, 355, 6.173
12/01/2010 12:06:50, 60.422691, -0.004021, 355, 6.173
12/01/2010 12:07:00, 60.423245, -0.004119, 355, 6.173
12/01/2010 12:07:10, 60.423798, -0.004217, 355, 6.173
12/01/2010 12:07:20, 60.424351, -0.004315, 355, 6.173
12/01/2010 12:07:30, 60.424905, -0.004413, 355, 6.173
12/01/2010 12:07:40, 60.425458, -0.004511, 355, 6.173
12/01/2010 12:07:50, 60.426012, -0.004609, 355, 6.173
12/01/2010 12:08:00, 60.426565, -0.004707, 355, 6.173
12/01/2010 12:08:10, 60.427119, -0.004805, 355, 6.173
12/01/2010 12:08:20, 60.427672, -0.004903, 355, 6.173
12/01/2010 12:08:30, 60.428226, -0.005002, 355, 6.173
12/01/2010 12:08:40, 60.428779, -0.0051, 355, 6.173
12/01/2010 12:08:50, 60.429332, -0.005198, 355, 6.173
12/01/2010 12:09:00, 60.429886, -0.005296, 355, 6.173
12/01/2010 12:09:10, 60.430439, -0.005394, 355, 6.173
12/01/2010 12:09:20, 60.430993, -0.005492, 355, 6.173
12/01/2010 12:09:30, 60.431546, -0.00559, 355, 6.173
12/01/2010 12:09:40, 60.4321, -0.005688, 355, 6.173
12/01/2010 12:09:50, 60.432653, -0.005787, 355, 6.173
12/01/2010 12:10:00, 60.433206, -0.005885, 355, 6.173
12/01/2010 12:10:10, 60.43376, -0.005983, 355, 6.173
12/01/2010 12:10:20, 60.434313, -0.006081, 355, 6.173
12/01/2010 12:10:30, 60.434867, -0.006179, 355, 6.173
12/01/2010 12:10:40, 60.43542, -0.006277, 355, 6.173
12/01/2010 12:10:50, 60.435974, -0.006375, 355, 6.173
12/01/2010 12:11:00, 60.436527, -0.006473, 355, 6.173
12/01/2010 12:11:10, 60.437081, -0.006572, 355, 6.173
12/01/2010 12:11:20, 60.437634, -0.00667, 355, 6.173
