Time, Lat, Long, Course (Degs), Speed (M/Sec)
12/01/2010 12:00:00, 60.4, 0, 175, 6.173
12/01/2010 12:00:15, 60.39917, 0.000147, 175, 6.173
12/01/2010 12:00:30, 60.39834, 0.000294, 175, 6.173
12/01/2010 12:00:45, 60.39751, 0.000441, 175, 6.173
12/01/2010 12:01:00, 60.396679, 0.000588, 175, 6.173
12/01/2010 12:01:15, 60.395849, 0.000735, 175, 6.173
12/01/2010 12:01:30, 60.395019, 0.000882, 175, 6.173
12/01/2010 12:01:45, 60.394189, 0.001029, 175, 6.173
12/01/2010 12:02:00, 60.393359, 0.001176, 175, 6.173
12/01/2010 12:02:15, 60.392529, 0.001323, 175, 6.173
12/01/2010 12:02:30, 60.391698, 0.00147, 175, 6.173
12/01/2010 12:02:45, 60.390868, 0.001617, 175, 6.173
12/01/2010 12:03:00, 60.390038, 0.001764, 175, 6.173
12/01/2010 12:03:15, 60.389208, 0.001911, 175, 6.173
12/01/2010 12:03:30, 60.388378, 0.002058, 175, 6.173
12/01/2010 12:03:45, 60.387548, 0.002205, 175, 6.173
12/01/2010 12:04:00, 60.386717, 0.002352, 175, 6.173
12/01/2010 12:04:15, 60.385887, 0.002499, 175, 6.173
12/01/2010 12:04:30, 60.385057, 0.002646, 175, 6.173
12/01/2010 12:04:45, 60.384227, 0.002793, 175, 6.173
12/01/2010 12:05:00, 60.383397, 0.00294, 175, 6.173
12/01/2010 12:05:15, 60.382567, 0.003087, 175, 6.173
12/01/2010 12:05:30, 60.381736, 0.003234, 175, 6.173
12/01/2010 12:05:45, 60.380906, 0.003381, 175, 6.173
12/01/2010 12:06:00, 60.380076, 0.003528, 175, 6.173
12/01/2010 12:06:15, 60.379246, 0.003675, 175, 6.173
12/01/2010 12:06:30, 60.378416, 0.003822, 175, 6.173
12/01/2010 12:06:45, 60.377586, 0.003969, 175, 6.173
12/01/2010 12:07:00, 60.376755, 0.004116, 175, 6.173
12/01/2010 12:07:15, 60.375925, 0.004263, 175, 6.173
12/01/2010 12:07:30, 60.375095, 0.00441, 175, 6.173
12/01/2010 12:07:45, 60.374265, 0.004556, 175, 6.173
12/01/2010 12:08:00, 60.373435, 0.004703, 175, 6.173
12/01/2010 12:08:15, 60.372605, 0.00485, 175, 6.173
12/01/2010 12:08:30, 60.371774, 0.004997, 175, 6.173
12/01/2010 12:08:45, 60.370944, 0.005144, 175, 6.173
12/01/2010 12:09:00, 60.370114, 0.005291, 175, 6.173
12/01/2010 12:09:15, 60.369284, 0.005438, 175, 6.173
12/01/2010 12:09:30, 60.368454, 0.005585, 175, 6.173
12/01/2010 12:09:45, 60.367624, 0.005732, 175, 6.173
12/01/2010 12:10:00, 60.366794, 0.005879, 175, 6.173
12/01/2010 12:10:15, 60.365963, 0.006026, 175, 6.173
12/01/2010 12:10:30, 60.365133, 0.006172, 175, 6.173
12/01/2010 12:10:45, 60.364303, 0.006319, 175, 6.173
12/01/2010 12:11:00, 60.363473, 0.006466, 175, 6.173
12/01/2010 12:11:15, 60.362643, 0.006613, 175, 6.173
12/01/2010 12:11:30, 60.361813, 0.00676, 175, 6.173
12/01/2010 12:11:45, 60.360982, 0.006907, 175, 6.173
12/01/2010 12:12:00, 60.360152, 0.007054, 175, 6.173
12/01/2010 12:12:15, 60.359322, 0.007201, 175, 6.173
12/01/2010 12:12:30, 60.358492, 0.007347, 175, 6.173
12/01/2010 12:12:45, 60.357662, 0.007494, 175, 6.173
12/01/2010 12:13:00, 60.356832, 0.007641, 175, 6.173
12/01/2010 12:13:15, 60.356001, 0.007788, 175, 6.173
12/01/2010 12:13:30, 60.355171, 0.007935, 175, 6.173
12/01/2010 12:13:45, 60.354341, 0.008082, 175, 6.173
12/01/2010 12:14:00, 60.353511, 0.008228, 175, 6.173
12/01/2010 12:14:15, 60.352681, 0.008375, 175, 6.173
12/01/2010 12:14:30, 60.351851, 0.008522, 175, 6.173
12/01/2010 12:14:45, 60.35102, 0.008669, 175, 6.173
12/01/2010 12:15:00, 60.35019, 0.008816, 175, 6.173
12/01/2010 12:15:15, 60.34936, 0.008963, 175, 6.173
12/01/2010 12:15:30, 60.34853, 0.009109, 175, 6.173
12/01/2010 12:15:45, 60.3477, 0.009256, 175, 6.173
12/01/2010 12:16:00, 60.34687, 0.009403, 175, 6.173
12/01/2010 12:16:15, 60.346039, 0.00955, 175, 6.173
12/01/2010 12:16:30, 60.345209, 0.009697, 175, 6.173
12/01/2010 12:16:45, 60.344379, 0.009843, 175, 6.173
12/01/2010 12:17:00, 60.343549, 0.00999, 175, 6.173
12/01/2010 12:17:15, 60.342719, 0.010137, 175, 6.173
12/01/2010 12:17:30, 60.341889, 0.010284, 175, 6.173
12/01/2010 12:17:45, 60.341058, 0.01043, 175, 6.173
12/01/2010 12:18:00, 60.340228, 0.010577, 175, 6.173
12/01/2010 12:18:15, 60.339398, 0.010724, 175, 6.173
12/01/2010 12:18:30, 60.338568, 0.010871, 175, 6.173
12/01/2010 12:18:45, 60.337738, 0.011018, 175, 6.173
12/01/2010 12:19:00, 60.336908, 0.011164, 175, 6.173
12/01/2010 12:19:15, 60.336078, 0.011311, 175, 6.173
12/01/2010 12:19:30, 60.335247, 0.011458, 175, 6.173
12/01/2010 12:19:45, 60.334417, 0.011605, 175, 6.173
12/01/2010 12:20:00, 60.333587, 0.011751, 175, 6.173
12/01/2010 12:20:15, 60.332757, 0.011898, 175, 6.173
12/01/2010 12:20:30, 60.331927, 0.012045, 175, 6.173
12/01/2010 12:20:45, 60.331097, 0.012192, 175, 6.173
12/01/2010 12:21:00, 60.330266, 0.012338, 175, 6.173
12/01/2010 12:21:15, 60.329436, 0.012485, 175, 6.173
12/01/2010 12:21:30, 60.328606, 0.012632, 175, 6.173
12/01/2010 12:21:45, 60.327776, 0.012778, 175, 6.173
12/01/2010 12:22:00, 60.326946, 0.012925, 175, 6.173
12/01/2010 12:22:15, 60.326116, 0.013072, 175, 6.173
12/01/2010 12:22:30, 60.325285, 0.013219, 175, 6.173
12/01/2010 12:22:45, 60.324455, 0.013365, 175, 6.173
12/01/2010 12:23:00, 60.323625, 0.013512, 175, 6.173
12/01/2010 12:23:15, 60.322795, 0.013659, 175, 6.173
12/01/2010 12:23:30, 60.321965, 0.013805, 175, 6.173
12/01/2010 12:23:45, 60.321135, 0.013952, 175, 6.173
12/01/2010 12:24:00, 60.320304, 0.014099, 175, 6.173
12/01/2010 12:24:15, 60.319474, 0.014245, 175, 6.173
12/01/2010 12:24:30, 60.318644, 0.014392, 175, 6.173
12/01/2010 12:24:45, 60.317814, 0.014539, 175, 6.173
12/01/2010 12:25:00, 60.316984, 0.014685, 175, 6.173
12/01/2010 12:25:15, 60.316154, 0.014832, 175, 6.173
12/01/2010 12:25:30, 60.315323, 0.014979, 175, 6.173
12/01/2010 12:25:45, 60.314493, 0.015125, 175, 6.173
12/01/2010 12:26:00, 60.313663, 0.015272, 175, 6.173
12/01/2010 12:26:15, 60.312833, 0.015419, 175, 6.173
12/01/2010 12:26:30, 60.312003, 0.015565, 175, 6.173
12/01/2010 12:26:45, 60.311173, 0.015712, 175, 6.173
12/01/2010 12:27:00, 60.310342, 0.015859, 175, 6.173
