Time,Lat, Long,  Bearing (Degs), Frequency (Hz), Strength (dB)
12/01/2010 12:35:00, 60.281105, -0.207505, 88.646, N/A, 114.666
12/01/2010 12:36:00, 60.277745, -0.204841, 88.613, N/A, 114.753
12/01/2010 12:37:00, 60.274384, -0.202177, 88.58, N/A, 114.842
12/01/2010 12:38:00, 60.271023, -0.199513, 88.546, N/A, 114.931
12/01/2010 12:39:00, 60.267662, -0.196849, 88.511, N/A, 115.02
12/01/2010 12:40:00, 60.264301, -0.194186, 88.476, N/A, 115.111
12/01/2010 12:41:00, 60.260941, -0.191522, 88.44, N/A, 115.202
12/01/2010 12:42:00, 60.25758, -0.18886, 88.403, N/A, 115.294
12/01/2010 12:43:00, 60.254219, -0.186197, 88.366, N/A, 115.387
12/01/2010 12:44:00, 60.250858, -0.183535, 88.327, N/A, 115.481
12/01/2010 12:45:00, 60.247497, -0.180873, 88.288, N/A, 115.575
12/01/2010 12:46:00, 60.244136, -0.178211, 88.249, N/A, 115.671
12/01/2010 12:47:00, 60.240776, -0.175549, 88.208, N/A, 115.767
12/01/2010 12:48:00, 60.237415, -0.172888, 88.167, N/A, 115.864
12/01/2010 12:49:00, 60.234054, -0.170227, 88.125, N/A, 115.963
12/01/2010 12:50:00, 60.230693, -0.167567, 88.082, N/A, 116.062
12/01/2010 12:51:00, 60.227332, -0.164906, 88.038, N/A, 116.162
12/01/2010 12:52:00, 60.223971, -0.162246, 87.993, N/A, 116.262
12/01/2010 12:53:00, 60.220611, -0.159586, 87.947, N/A, 116.364
12/01/2010 12:54:00, 60.21725, -0.156927, 87.9, N/A, 116.467
12/01/2010 12:55:00, 60.213889, -0.154267, 87.852, N/A, 116.571
12/01/2010 12:56:00, 60.210528, -0.151608, 87.803, N/A, 116.676
12/01/2010 12:57:00, 60.207167, -0.148949, 87.753, N/A, 116.782
12/01/2010 12:58:00, 60.203807, -0.146291, 87.702, N/A, 116.89
12/01/2010 12:59:00, 60.200446, -0.143633, 87.649, N/A, 116.998
12/01/2010 13:00:00, 60.197085, -0.140975, 87.596, N/A, 117.107
12/01/2010 13:01:00, 60.193724, -0.138317, 87.541, N/A, 117.218
12/01/2010 13:02:00, 60.190363, -0.13566, 87.484, N/A, 117.33
12/01/2010 13:03:00, 60.187002, -0.133003, 87.427, N/A, 117.443
12/01/2010 13:04:00, 60.183642, -0.130346, 87.368, N/A, 117.557
12/01/2010 13:05:00, 60.180281, -0.127689, 87.307, N/A, 117.673
12/01/2010 13:06:00, 60.17692, -0.125033, 87.245, N/A, 117.79
12/01/2010 13:07:00, 60.173559, -0.122377, 87.182, N/A, 117.908
12/01/2010 13:08:00, 60.170198, -0.119721, 87.117, N/A, 118.028
12/01/2010 13:09:00, 60.166837, -0.117066, 87.05, N/A, 118.149
12/01/2010 13:10:00, 60.163477, -0.11441, 86.981, N/A, 118.272
12/01/2010 13:11:00, 60.160116, -0.111755, 86.911, N/A, 118.396
12/01/2010 13:12:00, 60.156755, -0.109101, 86.838, N/A, 118.521
12/01/2010 13:13:00, 60.153336, -0.10679, 86.727, N/A, 118.627
12/01/2010 13:14:00, 60.149771, -0.105696, 86.528, N/A, 118.656
12/01/2010 13:15:00, 60.146166, -0.10589, 86.328, N/A, 118.604
12/01/2010 13:16:00, 60.142635, -0.107366, 86.22, N/A, 118.474
12/01/2010 13:17:00, 60.13929, -0.110076, 86.283, N/A, 118.273
12/01/2010 13:18:00, 60.136238, -0.113934, 86.579, N/A, 118.011
12/01/2010 13:19:00, 60.133575, -0.118818, 87.15, N/A, 117.698
12/01/2010 13:20:00, 60.131386, -0.124573, 88.013, N/A, 117.348
12/01/2010 13:21:00, 60.12966, -0.130938, 89.118, N/A, 116.976
12/01/2010 13:22:00, 60.127997, -0.137374, 90.18, N/A, 116.61
12/01/2010 13:23:00, 60.126335, -0.14381, 91.165, N/A, 116.253
12/01/2010 13:24:00, 60.124672, -0.150246, 92.079, N/A, 115.906
12/01/2010 13:25:00, 60.123009, -0.156681, 92.93, N/A, 115.568
12/01/2010 13:26:00, 60.121346, -0.163116, 93.724, N/A, 115.238
12/01/2010 13:27:00, 60.119684, -0.16955, 94.466, N/A, 114.916
12/01/2010 13:28:00, 60.118021, -0.175984, 95.16, N/A, 114.602
12/01/2010 13:29:00, 60.116358, -0.182418, 95.812, N/A, 114.296
12/01/2010 13:30:00, 60.114695, -0.188852, 96.424, N/A, 113.996
12/01/2010 13:31:00, 60.113033, -0.195285, 97, N/A, 113.704
12/01/2010 13:32:00, 60.11137, -0.201718, 97.543, N/A, 113.418
12/01/2010 13:33:00, 60.109707, -0.20815, 98.056, N/A, 113.139
12/01/2010 13:34:00, 60.108044, -0.214583, 98.541, N/A, 112.866
12/01/2010 13:35:00, 60.106382, -0.221015, 99, N/A, 112.598
12/01/2010 13:36:00, 60.104719, -0.227446, 99.435, N/A, 112.336
12/01/2010 13:37:00, 60.103056, -0.233877, 99.848, N/A, 112.079
12/01/2010 13:38:00, 60.101393, -0.240308, 100.241, N/A, 111.828
12/01/2010 13:39:00, 60.099731, -0.246739, 100.614, N/A, 111.581
12/01/2010 13:40:00, 60.098068, -0.253169, 100.97, N/A, 111.339
12/01/2010 13:41:00, 60.096405, -0.259599, 101.309, N/A, 111.102
12/01/2010 13:42:00, 60.094742, -0.266029, 101.633, N/A, 110.869
12/01/2010 13:43:00, 60.09308, -0.272458, 101.943, N/A, 110.64
12/01/2010 13:44:00, 60.091417, -0.278887, 102.238, N/A, 110.415
12/01/2010 13:45:00, 60.089754, -0.285316, 102.522, N/A, 110.193
12/01/2010 13:46:00, 60.088091, -0.291744, 102.793, N/A, 109.976
12/01/2010 13:47:00, 60.086429, -0.298172, 103.053, N/A, 109.762
12/01/2010 13:48:00, 60.084766, -0.3046, 103.303, N/A, 109.552
12/01/2010 13:49:00, 60.083103, -0.311027, 103.543, N/A, 109.345
12/01/2010 13:50:00, 60.08144, -0.317454, 103.773, N/A, 109.141
12/01/2010 13:51:00, 60.079778, -0.323881, 103.995, N/A, 108.94
12/01/2010 13:52:00, 60.078115, -0.330307, 104.208, N/A, 108.742
12/01/2010 13:53:00, 60.076452, -0.336734, 104.414, N/A, 108.547
12/01/2010 13:54:00, 60.074789, -0.343159, 104.612, N/A, 108.355
12/01/2010 13:55:00, 60.073127, -0.349585, 104.803, N/A, 108.165
12/01/2010 13:56:00, 60.071464, -0.35601, 104.987, N/A, 107.979
12/01/2010 13:57:00, 60.069801, -0.362435, 105.165, N/A, 107.794
12/01/2010 13:58:00, 60.068138, -0.368859, 105.337, N/A, 107.612
12/01/2010 13:59:00, 60.066476, -0.375283, 105.504, N/A, 107.433
12/01/2010 14:00:00, 60.064813, -0.381707, 105.664, N/A, 107.256
