Time, Lat, Long, Course (Degs), Speed (M/Sec)
12/01/2010 12:00:00, 60.4, -0.2, 200, 6.688
12/01/2010 12:00:15, 60.399152, -0.200625, 200, 6.688
12/01/2010 12:00:30, 60.398303, -0.20125, 200, 6.688
12/01/2010 12:00:45, 60.397455, -0.201875, 200, 6.688
12/01/2010 12:01:00, 60.396607, -0.2025, 200, 6.688
12/01/2010 12:01:15, 60.395758, -0.203125, 200, 6.688
12/01/2010 12:01:30, 60.39491, -0.20375, 200, 6.688
12/01/2010 12:01:45, 60.394062, -0.204375, 200, 6.688
12/01/2010 12:02:00, 60.393213, -0.205, 200, 6.688
12/01/2010 12:02:15, 60.392365, -0.205625, 200, 6.688
12/01/2010 12:02:30, 60.391517, -0.20625, 200, 6.688
12/01/2010 12:02:45, 60.390668, -0.206875, 200, 6.688
12/01/2010 12:03:00, 60.38982, -0.2075, 200, 6.688
12/01/2010 12:03:15, 60.388972, -0.208125, 200, 6.688
12/01/2010 12:03:30, 60.388123, -0.20875, 200, 6.688
12/01/2010 12:03:45, 60.387275, -0.209375, 200, 6.688
12/01/2010 12:04:00, 60.386427, -0.21, 200, 6.688
12/01/2010 12:04:15, 60.385578, -0.210625, 200, 6.688
12/01/2010 12:04:30, 60.38473, -0.211249, 200, 6.688
12/01/2010 12:04:45, 60.383882, -0.211874, 200, 6.688
12/01/2010 12:05:00, 60.383033, -0.212499, 200, 6.688
12/01/2010 12:05:15, 60.382185, -0.213124, 200, 6.688
12/01/2010 12:05:30, 60.381337, -0.213748, 200, 6.688
12/01/2010 12:05:45, 60.380488, -0.214373, 200, 6.688
12/01/2010 12:06:00, 60.37964, -0.214998, 200, 6.688
12/01/2010 12:06:15, 60.378792, -0.215623, 200, 6.688
12/01/2010 12:06:30, 60.377943, -0.216247, 200, 6.688
12/01/2010 12:06:45, 60.377095, -0.216872, 200, 6.688
12/01/2010 12:07:00, 60.376247, -0.217497, 200, 6.688
12/01/2010 12:07:15, 60.375398, -0.218121, 200, 6.688
12/01/2010 12:07:30, 60.37455, -0.218746, 200, 6.688
12/01/2010 12:07:45, 60.373702, -0.219371, 200, 6.688
12/01/2010 12:08:00, 60.372853, -0.219995, 200, 6.688
12/01/2010 12:08:15, 60.372005, -0.22062, 200, 6.688
12/01/2010 12:08:30, 60.371157, -0.221244, 200, 6.688
12/01/2010 12:08:45, 60.370308, -0.221869, 200, 6.688
12/01/2010 12:09:00, 60.36946, -0.222493, 200, 6.688
12/01/2010 12:09:15, 60.368612, -0.223118, 200, 6.688
12/01/2010 12:09:30, 60.367763, -0.223742, 200, 6.688
12/01/2010 12:09:45, 60.366915, -0.224367, 200, 6.688
12/01/2010 12:10:00, 60.366067, -0.224991, 200, 6.688
12/01/2010 12:10:15, 60.365218, -0.225616, 200, 6.688
12/01/2010 12:10:30, 60.36437, -0.22624, 200, 6.688
12/01/2010 12:10:45, 60.363522, -0.226865, 200, 6.688
12/01/2010 12:11:00, 60.362673, -0.227489, 200, 6.688
12/01/2010 12:11:15, 60.361825, -0.228113, 200, 6.688
12/01/2010 12:11:30, 60.360977, -0.228738, 200, 6.688
12/01/2010 12:11:45, 60.360128, -0.229362, 200, 6.688
12/01/2010 12:12:00, 60.35928, -0.229987, 200, 6.688
12/01/2010 12:12:15, 60.358432, -0.230611, 200, 6.688
12/01/2010 12:12:30, 60.357583, -0.231235, 200, 6.688
12/01/2010 12:12:45, 60.356735, -0.231859, 200, 6.688
12/01/2010 12:13:00, 60.355887, -0.232484, 200, 6.688
12/01/2010 12:13:15, 60.355038, -0.233108, 200, 6.688
12/01/2010 12:13:30, 60.35419, -0.233732, 200, 6.688
12/01/2010 12:13:45, 60.353342, -0.234356, 200, 6.688
12/01/2010 12:14:00, 60.352493, -0.234981, 200, 6.688
12/01/2010 12:14:15, 60.351645, -0.235605, 200, 6.688
12/01/2010 12:14:30, 60.350797, -0.236229, 200, 6.688
12/01/2010 12:14:45, 60.349948, -0.236853, 200, 6.688
12/01/2010 12:15:00, 60.3491, -0.237477, 200, 6.688
12/01/2010 12:15:15, 60.348252, -0.238101, 200, 6.688
12/01/2010 12:15:30, 60.347403, -0.238726, 200, 6.688
12/01/2010 12:15:45, 60.346555, -0.23935, 200, 6.688
12/01/2010 12:16:00, 60.345707, -0.239974, 200, 6.688
12/01/2010 12:16:15, 60.344858, -0.240598, 200, 6.688
12/01/2010 12:16:30, 60.34401, -0.241222, 200, 6.688
12/01/2010 12:16:45, 60.343162, -0.241846, 200, 6.688
12/01/2010 12:17:00, 60.342313, -0.24247, 200, 6.688
12/01/2010 12:17:15, 60.341465, -0.243094, 200, 6.688
12/01/2010 12:17:30, 60.340617, -0.243718, 200, 6.688
12/01/2010 12:17:45, 60.339762, -0.244303, 197.445, 6.688
12/01/2010 12:18:00, 60.338895, -0.244811, 194.891, 6.688
12/01/2010 12:18:15, 60.338017, -0.245241, 192.336, 6.688
12/01/2010 12:18:30, 60.337131, -0.245591, 189.782, 6.688
12/01/2010 12:18:45, 60.336239, -0.24586, 187.227, 6.688
12/01/2010 12:19:00, 60.335341, -0.246049, 184.673, 6.688
12/01/2010 12:19:15, 60.33444, -0.246157, 182.118, 6.688
12/01/2010 12:19:30, 60.333537, -0.246184, 179.564, 6.688
12/01/2010 12:19:45, 60.332635, -0.24613, 177.009, 6.688
12/01/2010 12:20:00, 60.331735, -0.245994, 174.455, 6.688
12/01/2010 12:20:15, 60.330838, -0.245777, 171.9, 6.688
12/01/2010 12:20:30, 60.329948, -0.24548, 169.345, 6.688
12/01/2010 12:20:45, 60.329064, -0.245103, 166.791, 6.688
12/01/2010 12:21:00, 60.32819, -0.244647, 164.236, 6.688
12/01/2010 12:21:15, 60.327327, -0.244113, 161.682, 6.688
12/01/2010 12:21:30, 60.326477, -0.243501, 159.127, 6.688
12/01/2010 12:21:45, 60.325636, -0.242836, 158.543, 6.688
12/01/2010 12:22:00, 60.324796, -0.242169, 158.542, 6.688
12/01/2010 12:22:15, 60.323956, -0.241502, 158.542, 6.688
12/01/2010 12:22:30, 60.323116, -0.240835, 158.542, 6.688
12/01/2010 12:22:45, 60.322276, -0.240168, 158.543, 6.688
12/01/2010 12:23:00, 60.321435, -0.239501, 158.543, 6.688
12/01/2010 12:23:15, 60.320595, -0.238834, 158.543, 6.688
12/01/2010 12:23:30, 60.319755, -0.238167, 158.543, 6.688
12/01/2010 12:23:45, 60.318915, -0.2375, 158.543, 6.688
12/01/2010 12:24:00, 60.318075, -0.236833, 158.543, 6.688
12/01/2010 12:24:15, 60.317234, -0.236166, 158.543, 6.688
12/01/2010 12:24:30, 60.316394, -0.235499, 158.543, 6.688
12/01/2010 12:24:45, 60.315554, -0.234832, 158.543, 6.688
12/01/2010 12:25:00, 60.314714, -0.234165, 158.543, 6.688
12/01/2010 12:25:15, 60.313873, -0.233499, 158.543, 6.688
12/01/2010 12:25:30, 60.313033, -0.232832, 158.543, 6.688
12/01/2010 12:25:45, 60.312193, -0.232165, 158.543, 6.688
12/01/2010 12:26:00, 60.311353, -0.231498, 158.543, 6.688
12/01/2010 12:26:15, 60.310513, -0.230831, 158.543, 6.688
12/01/2010 12:26:30, 60.309672, -0.230165, 158.543, 6.688
12/01/2010 12:26:45, 60.308832, -0.229498, 158.543, 6.688
12/01/2010 12:27:00, 60.307992, -0.228831, 158.543, 6.688
12/01/2010 12:27:15, 60.307152, -0.228165, 158.543, 6.688
12/01/2010 12:27:30, 60.306312, -0.227498, 158.543, 6.688
12/01/2010 12:27:45, 60.305471, -0.226831, 158.543, 6.688
12/01/2010 12:28:00, 60.304631, -0.226165, 158.543, 6.688
12/01/2010 12:28:15, 60.303791, -0.225498, 158.543, 6.688
12/01/2010 12:28:30, 60.302951, -0.224831, 158.543, 6.688
12/01/2010 12:28:45, 60.302111, -0.224165, 158.543, 6.688
12/01/2010 12:29:00, 60.30127, -0.223498, 158.543, 6.688
12/01/2010 12:29:15, 60.30043, -0.222832, 158.543, 6.688
12/01/2010 12:29:30, 60.29959, -0.222165, 158.543, 6.688
12/01/2010 12:29:45, 60.29875, -0.221499, 158.543, 6.688
12/01/2010 12:30:00, 60.29791, -0.220832, 158.543, 6.688
12/01/2010 12:30:15, 60.297069, -0.220166, 158.543, 6.688
12/01/2010 12:30:30, 60.296229, -0.219499, 158.543, 6.688
12/01/2010 12:30:45, 60.295389, -0.218833, 158.543, 6.688
12/01/2010 12:31:00, 60.294549, -0.218166, 158.543, 6.688
12/01/2010 12:31:15, 60.293709, -0.2175, 158.543, 6.688
12/01/2010 12:31:30, 60.292868, -0.216833, 158.543, 6.688
12/01/2010 12:31:45, 60.292028, -0.216167, 158.543, 6.688
12/01/2010 12:32:00, 60.291188, -0.215501, 158.543, 6.688
12/01/2010 12:32:15, 60.290348, -0.214834, 158.543, 6.688
12/01/2010 12:32:30, 60.289508, -0.214168, 158.543, 6.688
12/01/2010 12:32:45, 60.288667, -0.213502, 158.543, 6.688
12/01/2010 12:33:00, 60.287827, -0.212835, 158.543, 6.688
12/01/2010 12:33:15, 60.286987, -0.212169, 158.543, 6.688
12/01/2010 12:33:30, 60.286147, -0.211503, 158.543, 6.688
12/01/2010 12:33:45, 60.285306, -0.210836, 158.543, 6.688
12/01/2010 12:34:00, 60.284466, -0.21017, 158.543, 6.688
12/01/2010 12:34:15, 60.283626, -0.209504, 158.543, 6.688
12/01/2010 12:34:30, 60.282786, -0.208838, 158.543, 6.688
12/01/2010 12:34:45, 60.281946, -0.208172, 158.543, 6.688
12/01/2010 12:35:00, 60.281105, -0.207505, 158.543, 6.688
12/01/2010 12:35:15, 60.280265, -0.206839, 158.543, 6.688
12/01/2010 12:35:30, 60.279425, -0.206173, 158.543, 6.688
12/01/2010 12:35:45, 60.278585, -0.205507, 158.543, 6.688
12/01/2010 12:36:00, 60.277745, -0.204841, 158.543, 6.688
12/01/2010 12:36:15, 60.276904, -0.204175, 158.543, 6.688
12/01/2010 12:36:30, 60.276064, -0.203509, 158.543, 6.688
12/01/2010 12:36:45, 60.275224, -0.202843, 158.543, 6.688
12/01/2010 12:37:00, 60.274384, -0.202177, 158.543, 6.688
12/01/2010 12:37:15, 60.273544, -0.201511, 158.543, 6.688
12/01/2010 12:37:30, 60.272703, -0.200845, 158.543, 6.688
12/01/2010 12:37:45, 60.271863, -0.200179, 158.543, 6.688
12/01/2010 12:38:00, 60.271023, -0.199513, 158.543, 6.688
12/01/2010 12:38:15, 60.270183, -0.198847, 158.543, 6.688
12/01/2010 12:38:30, 60.269343, -0.198181, 158.543, 6.688
12/01/2010 12:38:45, 60.268502, -0.197515, 158.543, 6.688
12/01/2010 12:39:00, 60.267662, -0.196849, 158.543, 6.688
12/01/2010 12:39:15, 60.266822, -0.196183, 158.543, 6.688
12/01/2010 12:39:30, 60.265982, -0.195517, 158.543, 6.688
12/01/2010 12:39:45, 60.265142, -0.194851, 158.543, 6.688
12/01/2010 12:40:00, 60.264301, -0.194186, 158.543, 6.688
12/01/2010 12:40:15, 60.263461, -0.19352, 158.543, 6.688
12/01/2010 12:40:30, 60.262621, -0.192854, 158.543, 6.688
12/01/2010 12:40:45, 60.261781, -0.192188, 158.543, 6.688
12/01/2010 12:41:00, 60.260941, -0.191522, 158.543, 6.688
12/01/2010 12:41:15, 60.2601, -0.190857, 158.543, 6.688
12/01/2010 12:41:30, 60.25926, -0.190191, 158.543, 6.688
12/01/2010 12:41:45, 60.25842, -0.189525, 158.543, 6.688
