Time, Lat, Long, Course (Degs), Speed (M/Sec)
12/01/2010 12:00:00, 60.8, -0.2, 200, 6.688
12/01/2010 12:00:10, 60.799434, -0.200422, 200, 6.688
12/01/2010 12:00:20, 60.798869, -0.200844, 200, 6.688
12/01/2010 12:00:30, 60.798303, -0.201266, 200, 6.688
12/01/2010 12:00:40, 60.797738, -0.201688, 200, 6.688
12/01/2010 12:00:50, 60.797172, -0.20211, 200, 6.688
12/01/2010 12:01:00, 60.796607, -0.202531, 200, 6.688
12/01/2010 12:01:10, 60.796041, -0.202953, 200, 6.688
12/01/2010 12:01:20, 60.795476, -0.203375, 200, 6.688
12/01/2010 12:01:30, 60.79491, -0.203797, 200, 6.688
12/01/2010 12:01:40, 60.794344, -0.204219, 200, 6.688
12/01/2010 12:01:50, 60.793779, -0.204641, 200, 6.688
12/01/2010 12:02:00, 60.793213, -0.205063, 200, 6.688
12/01/2010 12:02:10, 60.792648, -0.205485, 200, 6.688
12/01/2010 12:02:20, 60.792082, -0.205906, 200, 6.688
12/01/2010 12:02:30, 60.791517, -0.206328, 200, 6.688
12/01/2010 12:02:40, 60.790951, -0.20675, 200, 6.688
12/01/2010 12:02:50, 60.790386, -0.207172, 200, 6.688
12/01/2010 12:03:00, 60.78982, -0.207594, 200, 6.688
12/01/2010 12:03:10, 60.789254, -0.208015, 200, 6.688
12/01/2010 12:03:20, 60.788689, -0.208437, 200, 6.688
12/01/2010 12:03:30, 60.788123, -0.208859, 200, 6.688
12/01/2010 12:03:40, 60.787558, -0.209281, 200, 6.688
12/01/2010 12:03:50, 60.786992, -0.209703, 200, 6.688
12/01/2010 12:04:00, 60.786427, -0.210124, 200, 6.688
12/01/2010 12:04:10, 60.785861, -0.210546, 200, 6.688
12/01/2010 12:04:20, 60.785296, -0.210968, 200, 6.688
12/01/2010 12:04:30, 60.78473, -0.21139, 200, 6.688
12/01/2010 12:04:40, 60.784164, -0.211811, 200, 6.688
12/01/2010 12:04:50, 60.783599, -0.212233, 200, 6.688
12/01/2010 12:05:00, 60.783033, -0.212655, 200, 6.688
12/01/2010 12:05:10, 60.782468, -0.213076, 200, 6.688
12/01/2010 12:05:20, 60.781902, -0.213498, 200, 6.688
12/01/2010 12:05:30, 60.781337, -0.21392, 200, 6.688
12/01/2010 12:05:40, 60.780771, -0.214342, 200, 6.688
12/01/2010 12:05:50, 60.780206, -0.214763, 200, 6.688
12/01/2010 12:06:00, 60.77964, -0.215185, 200, 6.688
12/01/2010 12:06:10, 60.779074, -0.215607, 200, 6.688
12/01/2010 12:06:20, 60.778509, -0.216028, 200, 6.688
12/01/2010 12:06:30, 60.777943, -0.21645, 200, 6.688
12/01/2010 12:06:40, 60.777378, -0.216871, 200, 6.688
12/01/2010 12:06:50, 60.776812, -0.217293, 200, 6.688
12/01/2010 12:07:00, 60.776247, -0.217715, 200, 6.688
12/01/2010 12:07:10, 60.775681, -0.218136, 200, 6.688
12/01/2010 12:07:20, 60.775116, -0.218558, 200, 6.688
12/01/2010 12:07:30, 60.77455, -0.21898, 200, 6.688
12/01/2010 12:07:40, 60.773984, -0.219401, 200, 6.688
12/01/2010 12:07:50, 60.773419, -0.219823, 200, 6.688
12/01/2010 12:08:00, 60.772853, -0.220244, 200, 6.688
12/01/2010 12:08:10, 60.772288, -0.220666, 200, 6.688
12/01/2010 12:08:20, 60.771722, -0.221087, 200, 6.688
12/01/2010 12:08:30, 60.771157, -0.221509, 200, 6.688
12/01/2010 12:08:40, 60.770591, -0.221931, 200, 6.688
12/01/2010 12:08:50, 60.770026, -0.222352, 200, 6.688
12/01/2010 12:09:00, 60.76946, -0.222774, 200, 6.688
12/01/2010 12:09:10, 60.768894, -0.223195, 200, 6.688
12/01/2010 12:09:20, 60.768329, -0.223617, 200, 6.688
12/01/2010 12:09:30, 60.767763, -0.224038, 200, 6.688
