Time,Lat, Long,  Bearing (Degs), Frequency (Hz), Strength (dB)
12/01/2010 12:00:00, 60.8, -0.2, 166.209, N/A, 100.782
12/01/2010 12:01:00, 60.796607, -0.202531, 165.852, N/A, 100.972
12/01/2010 12:02:00, 60.793213, -0.205063, 165.484, N/A, 101.163
12/01/2010 12:03:00, 60.78982, -0.207594, 165.104, N/A, 101.355
12/01/2010 12:04:00, 60.786427, -0.210124, 164.712, N/A, 101.55
12/01/2010 12:05:00, 60.783033, -0.212655, 164.307, N/A, 101.746
12/01/2010 12:06:00, 60.77964, -0.215185, 163.889, N/A, 101.943
12/01/2010 12:07:00, 60.776247, -0.217715, 163.456, N/A, 102.143
12/01/2010 12:08:00, 60.772853, -0.220244, 163.009, N/A, 102.344
12/01/2010 12:09:00, 60.76946, -0.222774, 162.547, N/A, 102.547
12/01/2010 12:10:00, 60.766067, -0.225303, 162.068, N/A, 102.751
12/01/2010 12:11:00, 60.762673, -0.227832, 161.573, N/A, 102.958
12/01/2010 12:12:00, 60.75928, -0.23036, 161.059, N/A, 103.166
12/01/2010 12:13:00, 60.755887, -0.232888, 160.527, N/A, 103.376
12/01/2010 12:14:00, 60.752493, -0.235416, 159.976, N/A, 103.587
12/01/2010 12:15:00, 60.7491, -0.237944, 159.403, N/A, 103.801
12/01/2010 12:16:00, 60.745707, -0.240472, 158.81, N/A, 104.017
12/01/2010 12:17:00, 60.742313, -0.242999, 158.193, N/A, 104.234
12/01/2010 12:18:00, 60.738876, -0.245247, 157.573, N/A, 104.456
12/01/2010 12:19:00, 60.735306, -0.246284, 157.024, N/A, 104.694
12/01/2010 12:20:00, 60.731702, -0.246008, 156.566, N/A, 104.947
12/01/2010 12:21:00, 60.728179, -0.24443, 156.212, N/A, 105.21
12/01/2010 12:22:00, 60.724802, -0.241823, 155.949, N/A, 105.48
12/01/2010 12:23:00, 60.721441, -0.239121, 155.683, N/A, 105.756
12/01/2010 12:24:00, 60.71808, -0.23642, 155.403, N/A, 106.037
12/01/2010 12:25:00, 60.714719, -0.23372, 155.109, N/A, 106.323
12/01/2010 12:26:00, 60.711358, -0.231019, 154.798, N/A, 106.615
12/01/2010 12:27:00, 60.707997, -0.228319, 154.471, N/A, 106.913
12/01/2010 12:28:00, 60.704637, -0.225619, 154.124, N/A, 107.217
